epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.90932880129133,6.854047560424805,0.39599999786376955,1.7059999972534179
1,6.702896015984671,5.963005331573486,3.3299999923706056,11.133999990234376
2,6.456992932728359,5.390907523193359,7.442000018920899,20.434000021972658
3,6.23755533354623,4.737257749633789,13.332000017089843,31.90200005859375
4,6.0225352219172885,4.206198528442383,19.956000020751954,41.960000043945314
5,5.804148435592651,3.7243029332733153,25.99600001220703,50.56000003662109
6,5.613142762865339,3.3396494134521486,32.04399998535156,57.703999985351565
7,5.417514324188232,2.970649938354492,37.264,63.60399993652344
8,5.27363201550075,2.7333306427001953,41.982000034179684,68.48799994140624
9,5.093750170298985,2.525843430709839,45.62599998535156,72.02600009277344
10,4.980165481567383,2.352075763015747,48.75000004150391,74.76800009765626
11,4.872818742479597,2.2027560341644286,51.57999998535156,77.1940000732422
12,4.8050375665937155,2.1824634374618532,52.47600003173828,77.90800004150391
13,4.771648270743234,2.0674364700317382,54.08,79.27600001953125
14,4.719101973942348,2.0189061892700195,56.07400005615234,80.50400001708984
15,4.677061762128558,1.9760460157775879,56.84999999755859,81.0960000390625
16,4.624162673950195,1.8888648011398315,57.492000048828125,81.84400017089844
17,4.598656790597098,1.9013685061645509,58.242000068359374,82.04000006591797
18,4.555602993283953,1.8495422927093506,58.995999990234374,82.65799993164063
19,4.478095361164638,1.7710593632507323,60.964000046386715,84.16600003417969
20,4.428852898733957,1.7178370823287963,61.39600013671875,84.69800000732423
21,4.361710923058646,1.673677162399292,63.08000003417969,85.63999998046874
22,4.2959471089499335,1.6123182100868225,64.18200008300781,86.37200002929687
23,4.249774047306606,1.5636786961364746,65.17399998291016,86.96200002685546
24,4.1908472435815,1.546017219772339,65.49799997558594,87.28400000488281
25,4.147025789533343,1.4960719562721252,66.3779999951172,87.85599994873047
26,4.12639057636261,1.453491238899231,67.12000004394531,88.29800001953124
27,4.082164934703282,1.4732326899147035,67.67400009277344,88.50199989257813
28,4.050461070878165,1.402883006439209,67.8819999975586,88.77000001953125
29,4.032754489353725,1.3888416222953797,68.64999999023438,89.02800014648437
30,4.010578036308289,1.3422764243507386,69.48000004638672,89.41399991699218
31,3.9900671584265575,1.382127080154419,69.38799999511718,89.56800004394532
32,3.945267013141087,1.3416419777488708,69.75800001708984,89.91200007080079
33,3.9570285422461375,1.3223409216308595,70.17400008789062,90.03200001464843
34,3.9207507371902466,1.2980675039482117,70.47799997070312,90.26000017578124
35,3.9023950610842024,1.28581027053833,70.73199996826172,90.18999997070313
36,3.877046755381993,1.2640974124526978,70.87399999267578,90.54800006835937
37,3.8551083973475864,1.2406789484405518,71.46400004150391,90.7480000415039
38,3.8666552816118513,1.2793489054107665,71.42199999023437,90.80799993896484
39,3.8173076936176846,1.2510529967308044,71.72000004638672,91.14800014892577
40,3.820861577987671,1.246612049369812,71.96800005126953,91.09200001953126
41,3.8092151199068343,1.220611818256378,72.24200001220703,91.14200022460938
42,3.807996835027422,1.2209717053985596,72.3039999609375,91.19200009277344
43,3.786864791597639,1.2195191497612,72.05600006347656,91.30799991210938
44,3.776286482810974,1.1800591128349305,72.82599998535156,91.59800009521484
45,3.7523889541625977,1.1763256419372559,73.25400009277344,91.64200009277344
46,3.7647524561200822,1.1948207719039916,72.71200003417968,91.47000001953126
47,3.7585670948028564,1.1500923590850831,73.23200006103515,91.8660001171875
