epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.910354852676392,6.871116542510986,0.2759999999332428,1.242000001373291
1,6.71982867377145,5.924816641235352,3.3279999920654295,10.678000010375976
2,6.547947951725551,5.489222848052979,6.406000028686523,18.003999963378906
3,6.291530098233904,4.778919605255127,13.257999993896485,30.625999959716797
4,6.065422262464251,4.354436435470581,18.4880000390625,39.28400002197266
5,5.855343341827393,3.8543875540161134,24.712000036621095,48.242000009765626
6,5.624480962753296,3.4115395363616945,31.09000003417969,56.33400001220703
7,5.405653442655291,3.1090993406677248,35.88799993164063,61.962000021972656
8,5.232038361685617,2.817085888595581,41.77600003417969,67.99799999511718
9,5.058237484523228,2.5883024393844605,45.716000095214845,71.65400013183594
10,4.912633725575039,2.41707734413147,48.91599996337891,74.45399997802734
11,4.791824647358486,2.2480293615722657,51.83399998291016,77.0840000732422
12,4.684575148991176,2.1050120391082765,54.60600010009765,79.26200001464844
13,4.601482255118234,2.0129325199127197,56.45199997314453,80.81000006591798
14,4.517404113497053,1.9534340384674072,57.78599991455078,81.77599993652343
15,4.447149447032383,1.8577291399765015,59.28200001464844,82.78800013671875
16,4.380970682416644,1.7844337257385254,60.38400015136719,83.83000013916016
17,4.324268647602627,1.7597603258514405,61.478000083007814,84.508000078125
18,4.284797668457031,1.7089714694595337,62.29000005859375,84.97799989990234
19,4.233554261071341,1.6634712961387634,63.12600001220703,85.83999997558594
20,4.2021098136901855,1.613315393676758,63.784000107421875,86.045999921875
21,4.191308311053684,1.611048492641449,64.45799998046876,86.63200007324218
22,4.162858963012695,1.5814465935707092,65.13199994873047,86.9299999975586
23,4.120690277644566,1.5399954890823364,65.75600013671875,87.33800005371094
24,4.089610798018319,1.5567087444877625,65.83000007324219,87.23799992431641
25,4.072297777448382,1.5134691138839722,66.51200002685547,87.77400010009765
26,4.076983400753567,1.4935909121513367,66.8679999194336,88.12999996582032
27,4.035860538482666,1.5114798937034606,66.80400010253906,87.9840001538086
28,4.024090017591204,1.4639056073379517,67.2299999975586,88.44000001708984
29,4.018065435545785,1.4688979947090148,67.17799991699219,88.48000012207031
30,3.9966084446225847,1.4603412785720826,67.93799994384766,88.79399999511719
31,3.9733629396983554,1.449040442123413,68.38199996582031,89.01800017333984
32,3.9605880805424283,1.42925826751709,68.52200009277344,89.08600007080078
33,3.975845388003758,1.3933022938346862,68.80200012695313,89.35400004638672
34,3.9497000660215105,1.3879936796379089,68.7520000415039,89.45799999023437
35,3.9356855154037476,1.3892407301712035,68.63400012451172,89.26400004882812
36,3.9234460251671925,1.4041576303100587,69.22600002197265,89.54799996582031
37,3.894150580678667,1.372424445362091,69.56199999023437,89.8439999633789
38,3.9084739855357578,1.3876727807235718,69.4959999633789,89.64000007080078
39,3.8825084481920515,1.3591691400146484,69.48199999267578,89.6180000756836
40,3.877161979675293,1.3445187977027893,69.616000078125,89.82600009521484
41,3.864820650645665,1.3553534746170044,69.86800002441406,89.8960000439453
42,3.8607681138174876,1.336970921382904,69.91400006347656,90.02400007080078
43,3.859097719192505,1.3509306648635864,70.10800001464844,89.86000001708985
44,3.835395165852138,1.324034704055786,70.38800006835937,90.23000004638672
45,3.8224423272269115,1.3121458512496949,70.09999999511719,90.24599991455078
46,3.8311296020235335,1.310946946220398,70.10000007080077,90.08999997070312
47,3.8177223035267422,1.321527822380066,70.5020001196289,90.48400006591797
48,3.814053399222238,1.2725862459373474,70.90600012207031,90.57800006835937
49,3.793250322341919,1.3034312795066834,70.98800001708985,90.57400001953125
50,3.797738415854318,1.3096038312339782,70.69000006591797,90.5100000415039
51,3.778265084539141,1.2816421472930908,70.78799991210937,90.54999996582032
52,3.7980651344571794,1.2915517928504945,71.12400014648438,90.61400006591796
53,3.782908082008362,1.2694016401672363,71.09000004150391,90.70800006591797
54,3.759143352508545,1.276143349018097,71.10000006591797,90.82000006835938
55,3.7605906554630826,1.2652636802482604,71.56400009521484,90.8680000415039
56,3.768913779939924,1.2687879308509826,71.3820000390625,90.96200001464844
57,3.7650125537599837,1.2620381854438782,71.52999996826172,91.07999996826172
58,3.744565418788365,1.2498784512901306,71.77800012207031,91.21999999267578
59,3.7503815037863597,1.2635473303604126,71.76799999267578,91.02400001708985
60,3.723265358379909,1.2620270862388612,71.59799993652344,90.98400006835938
61,3.7402224200112477,1.2400294036483765,71.82000000976562,91.0240001171875
62,3.738108124051775,1.2260919912910462,71.79600006347657,91.20000014404297
63,3.7196504729134694,1.2604127614212035,71.53199999023437,91.08199996826171
64,3.7104381322860718,1.2332775227355957,72.11200006347656,91.32800001464844
65,3.7230611188071117,1.2207095284080505,72.15600009521485,91.16800001464844
66,3.724540046283177,1.2408929682540895,72.25800009277344,91.36400016845703
67,3.7085669381277904,1.2237132588768005,72.28000012207032,91.52799999023438
68,3.712570939745222,1.2371479213142396,72.24000014404297,91.41400004394531
69,3.709454587527684,1.2106058625793457,72.57800006103515,91.40400009521484
70,3.714747667312622,1.222388146495819,72.53199993164063,91.3640001171875
71,3.6848203114100864,1.2133280154037476,72.5820001196289,91.63800011962891
72,3.6795212541307722,1.209502467842102,72.5040000415039,91.56199999023437
73,3.6712015526635304,1.194921001853943,72.37399993164063,91.41800004394531
74,3.6786709002086093,1.2171858721733093,72.64000012207032,91.45400017089844
75,3.704538515635899,1.2283701105499267,72.39199999023438,91.48200004150391
76,3.6698593412126814,1.189139610748291,72.91200000976562,91.71199999023437
77,3.664558802332197,1.1832522472381592,72.86000016357421,91.65799998779296
78,3.6730716739382063,1.1873121593856812,73.11400009033203,91.72400009521485
79,3.6714575631277904,1.19497297290802,73.00999986083984,91.6920000390625
