epoch	train_loss	eval_loss	eval_top1	eval_top5
105	3.529150265	0.9773992533	77.36400013	94.07000006
106	3.509649992	0.9851403767	77.552	94.09399993
107	3.516202126	0.9971003963	77.32599995	94.17000004
108	3.530516454	0.9734222259	77.85	94.13800009
109	3.519188728	0.9796550668	77.57399998	94.16999988
110	3.497916988	0.9668980101	77.86199982	94.23999996
111	3.499300906	0.9840671982	77.89	94.22800001
112	3.511266436	0.9770733947	77.88800008	94.22199998
113	3.495403273	0.9679898705	77.68600001	94.18399996
114	3.512358086	0.992894538	77.77600001	94.37000006
115	3.498695595	0.9589503782	77.65999992	94.20399996
116	3.473399912	0.9680331292	77.74800006	94.32000001
117	3.506208028	0.9782849104	77.7519999	94.32400006
118	3.465959498	0.9809470446	77.77600006	94.22199996
119	3.454306926	0.9729351379	77.93600008	94.24800004
120	3.483699526	0.9714899434	78.06400003	94.33999993
121	3.476371356	0.9535773982	78.14400005	94.39800009
122	3.484441025	0.9761949054	78.08600013	94.42800009
123	3.445943952	0.9710110314	78.262	94.35799999
124	3.454047578	0.95120591	78.26800008	94.48600006
125	3.441857713	0.9487121837	78.26800008	94.40000004
126	3.451743586	0.9553972806	78.30799993	94.59199996
127	3.447823559	0.9553032318	78.21400001	94.43199986
128	3.436184032	0.9447731223	78.53800013	94.45600004
129	3.434735315	0.9190254749	78.58399998	94.57800003
130	3.417208638	0.9375618962	78.63400006	94.66000014
131	3.436141474	0.9513130292	78.45400013	94.66800001
132	3.406301022	0.9262450643	78.50200019	94.56799996
133	3.422926358	0.9423015359	78.78399996	94.68000006
134	3.406378508	0.9287419548	78.71800011	94.67800006
135	3.399285538	0.9205029363	78.75800023	94.85199996
136	3.393400192	0.9316855366	78.81000008	94.69600006
137	3.399185147	0.9497822449	78.87	94.78600004
138	3.391925335	0.9128809229	79.01200021	94.87000006
139	3.397752319	0.9146815884	78.98199995	94.74200001
140	3.38273532	0.9131451086	78.9600001	94.85200001
141	3.3854396	0.9181603865	79.044	94.78800006
142	3.367522717	0.928578095	79.11800005	94.9039999
143	3.377413699	0.9058879134	79.29399998	95.01600003
144	3.391084961	0.9179185202	79.0420001	94.79000003
145	3.352251904	0.9165119128	79.17400013	95.02600003
146	3.3656411	0.9264486267	79.29599998	94.96600009
147	3.346459423	0.925475686	79.31400011	95.08800003
148	3.345809289	0.9088662953	79.17800016	95.01399996
149	3.364534548	0.9240142171	79.49800013	95.03600009
150	3.337129559	0.8910718281	79.55400021	95.13400009
151	3.306680151	0.9141196345	79.6240001	94.99200006
152	3.322871804	0.9147890906	79.39399992	95.02600001
153	3.31878124	0.902114486	79.49600011	95.18600006
154	3.324711323	0.883527628	79.64800005	95.15800014
155	3.299105406	0.8955047981	79.57000011	95.08599996
156	3.317340425	0.8943205843	79.57600008	95.14200001
157	3.31820568	0.9037213893	79.7639999	95.10400006
158	3.285464134	0.8977480441	79.76600014	95.24000001
159	3.299160736	0.9142937015	79.80399998	95.13399999
160	3.281858615	0.8935115352	79.78200006	95.22599996
161	3.293683767	0.8958488972	79.67000009	95.14399998
162	3.288966775	0.8780349673	80.06400003	95.28199996
163	3.285949128	0.8947712902	80.01400016	95.19800009
164	3.276713899	0.8856335512	80.04600016	95.22200006
165	3.260910102	0.8872810849	79.9779999	95.22799996
166	3.281882593	0.8737985945	80.13800011	95.35800001
167	3.270663108	0.8740480864	80.14400003	95.42600003
168	3.263766766	0.8706478661	80.3220001	95.41599993
169	3.259786367	0.8543372419	80.21800001	95.47800001
170	3.262291346	0.8690291272	80.25200016	95.45799988
171	3.238998107	0.8638744375	80.22800003	95.43400001
172	3.233007669	0.8725711017	80.17800011	95.36999996
173	3.238121663	0.8822985034	80.13599995	95.45399998
174	3.236377239	0.8599990455	80.56400005	95.3519999
175	3.238717301	0.8410555789	80.6099999	95.54400006
176	3.222300512	0.8636243329	80.51800016	95.49199996
177	3.20611872	0.8510008482	80.62400008	95.47799993
178	3.209307517	0.8598693686	80.63199998	95.53999993
179	3.191443767	0.8585887837	80.80599998	95.55200001
180	3.189323187	0.8487512378	80.55600013	95.53000006
181	3.192659276	0.8425362645	80.75400011	95.58400001
182	3.179363506	0.8526985534	80.60400003	95.5639999
183	3.18301441	0.8375100801	80.662	95.59999988
184	3.165303758	0.8594995	80.76400016	95.60400006
185	3.178292871	0.8481940637	80.71600016	95.52999998
186	3.172219975	0.8419358005	80.95400005	95.63200003
187	3.168930956	0.8459458539	80.94400008	95.65000009
188	3.157896008	0.8394384903	81.09599995	95.81400001
189	3.154213088	0.8263042637	81.08399998	95.79199996
190	3.172243851	0.828965089	81.26000018	95.78200003
191	3.148580909	0.841667545	81.00400006	95.65199996
192	3.157555495	0.8479487026	81.162	95.58600004
193	3.132151689	0.8412623523	80.91200005	95.59199993
194	3.136727486	0.8432483573	81.12599998	95.7279999
195	3.146040337	0.8273324599	81.49399992	95.68200022
196	3.116257651	0.8292310741	81.2660001	95.71200001
197	3.110119956	0.825994346	81.49400018	95.81200003
198	3.099743775	0.8264384639	81.26600006	95.79600001
199	3.100607872	0.8214785859	81.49000019	95.8919999
200	3.111358796	0.8342787673	81.26000006	95.79000001
201	3.106865798	0.830161839	81.44600002	95.81200009
202	3.087085145	0.8274200458	81.28200013	95.84400009
203	3.101616332	0.8088009297	81.56199997	95.97600003
204	3.092041884	0.8356901847	81.524	95.8779999
205	3.067691531	0.8132908139	81.64200018	95.93200001
206	3.051748054	0.8181383617	81.71599997	95.89600001
207	3.059259721	0.8168480108	81.75600008	95.85400006
208	3.048679352	0.805407403	81.80599992	95.97000006
209	3.051528692	0.8181106576	81.69000002	95.97599996
210	3.038665329	0.8124166599	81.66400011	96.01600003
211	3.034575292	0.8130917788	81.90000007	95.98999993
212	3.027209742	0.8060897728	81.83600021	95.93599993
213	3.034819484	0.82380004	81.85600002	95.99800003
214	3.00713035	0.812400895	81.966	96.11999998
215	3.017175095	0.8133901038	82.03600005	96.08399993
216	3.022750837	0.8086925764	82.00000011	95.97400003
217	3.012305856	0.8125396531	81.98000016	95.98800011
218	3.000207118	0.8148258285	82.02400005	96.00399998
219	2.996970688	0.7964179638	82.09400018	96.07599993
220	3.001877495	0.8124238705	82.07400002	96.06800009
221	2.982086931	0.8088283077	82.03999998	96.08400006
222	2.962717124	0.8138080914	82.10599995	96.07199998
223	2.952983022	0.8052984554	82.25000008	96.12400011
224	2.973296574	0.8040889742	82.07599998	96.05399993
225	2.935394764	0.7998646548	82.14599997	96.08800001
226	2.957448329	0.8063979068	82.2560001	96.22199993
227	2.944312147	0.806794986	82.19400016	96.13000006
228	2.947030595	0.8153845561	82.08800005	95.9879999
229	2.96601132	0.7976170387	82.30400016	96.12800009
230	2.928501589	0.8040821841	82.33599997	96.13600016
231	2.913145576	0.8071104817	82.26800006	96.13800014
232	2.915285724	0.8005180933	82.38799998	96.1819999
233	2.907242026	0.8082498322	82.47000008	96.13600003
234	2.917316352	0.7949280845	82.51800005	96.1919999
235	2.894564016	0.8044481371	82.46399998	96.2779999
236	2.90357089	0.7868865868	82.59400011	96.14200006
237	2.893367427	0.7910678092	82.51999995	96.19999993
238	2.871845739	0.7949643531	82.62400005	96.33599998
239	2.861688461	0.7864959856	82.55000005	96.18600003
240	2.896303024	0.7947511209	82.58000023	96.21600001
241	2.86497329	0.7910422353	82.57400013	96.22199993
242	2.865310975	0.7945556509	82.5380001	96.24399998
243	2.863366434	0.7950671361	82.6460001	96.19800001
244	2.854070016	0.7968172623	82.62400006	96.19999998
245	2.847989508	0.7941819822	82.7440001	96.26400001
246	2.83945666	0.7977362152	82.59200002	96.21999998
247	2.832026737	0.7822571631	82.76600016	96.27600001
248	2.816397088	0.7954147977	82.64800026	96.28000003
249	2.816217218	0.7972653251	82.77400003	96.22799996
250	2.824791108	0.7949384631	82.64999998	96.29599998
251	2.823545456	0.7903238153	82.67600011	96.24600001
252	2.812996524	0.7974804704	82.71600003	96.25800001
253	2.812445027	0.796391237	82.80200016	96.23399998
254	2.803947568	0.786914629	82.71400013	96.24200006
255	2.793214032	0.7928770452	82.72200008	96.31799998
256	2.793913671	0.7915947765	82.86600018	96.35799993
257	2.768638185	0.7943645712	82.88400008	96.23400011
258	2.795628888	0.7880989613	82.88200018	96.27600009
259	2.77637262	0.7949189232	82.886	96.22600001
260	2.769878864	0.781623648	82.854	96.36799993
261	2.759905015	0.7830648042	82.9759999	96.32600009
262	2.763867208	0.794888597	82.922	96.37400009
263	2.757486463	0.7816529967	83.05000005	96.31400009
264	2.76139588	0.7776610531	83.10600005	96.34600001
265	2.754269889	0.7904224434	82.98200003	96.24400003
266	2.764200091	0.7818329756	82.95800011	96.23400001
267	2.754135898	0.7877558433	83.00799992	96.29399998
268	2.750979287	0.7811758689	82.97799998	96.34399998
269	2.726730347	0.7824476216	83.0320001	96.33000016
270	2.728987813	0.7851066397	83.12000008	96.32600003
271	2.727947882	0.7869710286	83.04000006	96.31200003
272	2.73354716	0.7826401623	82.98999998	96.26600009
273	2.720023768	0.7809933559	83.02400005	96.31999998
274	2.723090223	0.7858375484	83.01800011	96.29000001
275	2.714487995	0.7824015975	82.99800016	96.30200011
276	2.724763342	0.780421724	83.07000016	96.30000009
277	2.719096984	0.7835913246	83.18000003	96.27800001
278	2.706166182	0.7793887179	83.14800008	96.27400001
279	2.708738497	0.7816188398	83.07000011	96.26000001
280	2.709961108	0.783480232	83.09400005	96.31199993
281	2.701489329	0.7784310701	83.17400008	96.31800003
282	2.691452844	0.780681438	83.13000008	96.30200003
283	2.701883265	0.7784053961	83.03600006	96.32000003
284	2.71519053	0.7785520374	83.10800016	96.34800003
285	2.687014171	0.7781087155	83.14599995	96.34200009
286	2.696395142	0.7760199122	83.09800029	96.34200009
287	2.692885195	0.7785685784	83.10200011	96.32200009
288	2.68206346	0.7783894224	83.07200011	96.34400001
289	2.697129505	0.7761118614	83.124	96.34600006
290	2.671725699	0.7748139445	83.20399995	96.36200011
291	2.683646781	0.7776425358	83.11800023	96.34000006
292	2.683768323	0.779488044	83.08000013	96.36800009
293	2.68746531	0.7784028229	83.06600005	96.36200001
294	2.680313723	0.7764808601	83.07600013	96.37000006
295	2.682268364	0.7779367533	83.08400013	96.31200009
296	2.683300921	0.7768416742	83.05800013	96.32600009
297	2.659034457	0.7780973908	83.06399998	96.29800009
298	2.677618316	0.7755918687	83.06800008	96.28199998
299	2.693949223	0.778153858	83.12400008	96.34600001
300	2.667474576	0.7783629191	83.06400016	96.30200009
301	2.667407445	0.7755143827	83.12000016	96.39000006
302	2.680549792	0.7777911545	83.06800005	96.41400009
303	2.667167885	0.7809245298	83.0740001	96.34000009
304	2.671986699	0.7787482977	83.13400013	96.36000009
305	2.665681907	0.7767296701	83.11200016	96.33800006
306	2.675118361	0.7812005786	83.09800005	96.29800006
307	2.674164465	0.7797712204	83.09	96.34800009
308	2.686720014	0.7786456819	83.09	96.33400009
309	2.685535261	0.7806094913	83.076	96.33000001
